rid,name,address1,address2,city,state,zip
referralMNRef347,Mayo Health System La Crosse Hospital,700 West Ave S,"",La Crosse,WI,54601
referralMNRef348,Mayo Clinic Oncology,200 1st St SW,"",Rochester,MN,55905
referralMNRef349,MN Oncology - Edina,6545 France Ave S Ste 210,"",Edina,MN,55435
MN_ORTHO40,Twin Cities Orthopedics - Amery,265 Griffin St E,"",Amery,WI,54001
referralMNRef350,MN Oncology - Waconia,560 Maple St Ste 100,"",Waconia,MN,55387
referralMNRef351,MN Oncology - Burnsville,675 E Nicollet Blvd Ste 200,"",Burnsville,MN,55337
referralMNRef352,MN Oncology - Woodbury,6025 Lake Rd Ste 110,"",Woodbury,MN,55125
referralMNRef353,MN Oncology - Minneapolis,910 E 26th St Ste 200,"",Minneapolis,MN,55404
referralMNRef354,MN Oncology - St. Paul,345 Sherman St Ste 100,"",Saint Paul,MN,55102
MN_ORTHO41,Twin Cities Orthopedics - Arlington,601 W Chandler St,"",Arlington,MN,55307
MN_ORTHO42,Twin Cities Orthopedics - Belle Plaine,165 Commerce Dr W,"",Belle Plaine,MN,56011
MN_ORTHO43,Twin Cities Orthopedics - Blaine,11225 Ulysses St NE,"",Blaine,MN,55434
MN_ORTHO44,Twin Cities Orthopedics - Brooklyn Park,5601 96th Ave N,"",Brooklyn Park,MN,55443
mgtindummy038,"Goldstein, Marney (Practice: Gastro Health LLC)",8329 W SUNRISE BLVD,"",PLANTATION,FL,33322
mgtindummy039,"Hotte, Charles - Eric T (Practice: Coral Ridge Gastroenterology Association)",2021 E COMMERCIAL BLVD,STE 202,FORT LAUDERDALE,FL,33308
mgtindummy040,"Kosches, Daniel S (Practice: Coral Ridge Gastroenterology Association)",5301 N DIXIE HWY,STE 100,OAKLAND PARK,FL,33334
mgtindummy041,"Lamet, Ari (Practice: The Center for Gastrointestinal Disorders)",3800 JOHNSON ST,SUITE D,HOLLYWOOD,FL,33021
mgtindummy042,"Lopez, Arturo L (Practice: Coral Ridge Gastroenterology Association)",5301 N DIXIE HWY,STE 100,OAKLAND PARK,FL,33334
mgtindummy043,"Singh, Hari P (Practice: Coral Ridge Gastroenterology Association)",2021 E COMMERCIAL BLVD,STE 202,FORT LAUDERDALE,FL,33308
MN_ORTHO45,Twin Cities Orthopedics - Burnsville,1000 W 140th St,201,Burnsville,MN,55337
mgtindummy044,"Sternthal, Michael B (Practice: Gastro Health LLC)",3001 CORAL HILLS DR,SUITE 250,CORAL SPRINGS,FL,33065
mgtindummy045,"Weiss, David S (Practice: Gastro Health LLC)",4700 SHERIDAN ST,SUITE F,HOLLYWOOD,FL,33021
mgtindummy046,"Zakko, Wisam F (Practice: Coral Ridge Gastroenterology Association)",2021 E COMMERCIAL BLVD,STE 202,FORT LAUDERDALE,FL,33308
TEST12367,LABCORP,3131 LAKELAND HILLS BLVD STE 1,"",LAKELAND,FL,33805
mgtindummy047,"Bawcombe, Drew P (Practice: James E Lang MD)",11195 S JOG RD,STE 1 2,BOYNTON BEACH,FL,33437
mgtindummy048,"Caruana, Albert G (Practice: Eye Surgery Associates LLC)",2740 HOLLYWOOD BLVD,"",HOLLYWOOD,FL,33020
mgtindummy049,"Elgut, Noel L (Practice: Noel E Elgut)",6333 N FEDERAL HWY,STE 401,FORT LAUDERDALE,FL,33308
mgtindummy050,"Girgis, Dalia O (Practice: James E Lang MD)",4800 NE 20TH TER,STE 305,FORT LAUDERDALE,FL,33308
referralMNRef355,MN Oncology - Coon Rapids,11850 Blackfoot St NW Ste 100,"",Coon Rapids,MN,55433
referralMNRef356,MN Oncology - Fridley,480 Osborne Rd NE Ste 220,"",Fridley,MN,55432
TEST12368,LABCORP,4595 NORTHLAKE BLVD SUITE 102,"",PALM BEACH GARDENS,FL,33418
referralMNRef357,MN Oncology - Plymouth WestHealth Clinic,2805 Campus Dr Ste 105,"",Plymouth,MN,55441
referralMNRef358,MN Oncology - Ridgeview Cancer & Infusion Center Chaska,110105 Pioneer Trl W Ste 302,"",Chaska,MN,55318
referralMNRef359,MN Oncology - Maplewood Cancer Center,1580 Beam Ave,"",Maplewood,MN,55109
MN_ORTHO46,Twin Cities Orthopedics - Chaska,111 Hundertmark Rd,240,Chaska,MN,55318
referralMNRef360,MN Oncology - St. Paul Cancer Center,345 Sherman St Ste 100,"",Saint Paul,MN,55102
referralMNRef443,Essentia Ophthalmology St. Mary's Superior Clinic,3500 Tower Ave,"",Superior,WI,54880
referralMNRef444,Essentia Ophthalmology Hearmantown Clinic,4855 W Arrowhead Rd,"",Hermantown,MN,55811
TEST12369,LABCORP,11135 S JOG ROAD STE 4,"",BOYNTON BEACH,FL,33437
referralMNRef446,Essentia Ophthalmology - Duluth Clinic 2nd Street,502 E 2nd St,"",Duluth,MN,55805
referralMNRef448,Eye Care Associates PA - Downtown Minneapolis,825 Nicollet Mall Ste 2000,"",Minneapolis,MN,55402
referralMNRef449,Eye Care Associates PA - South Minneapolis,710 E 24th St Ste 201,"",Minneapolis,MN,55404
referralMNRef450,Eye Care Associates PA - NE Minneapolis,4001 Stinson Blvd Ste 100,"",Minneapolis,MN,55421
referralMNRef453,M Health Fairview Clinic Brooklyn Park,10000 Zane Ave N,"",Brooklyn Park,MN,55443
referralMNRef455,M Health Fairview Clinic Fridley,6341 University Ave NE,"",Fridley,MN,55432
TEST12370,LABCORP,1029 LAKEVIEW DRIVE,"",SEBRING,FL,33870
referralMNRef457,Gundersen - Decorah Eye Clinic,1830 State Hwy 9,"",Decorah,IA,52101
referralMNRef516,Retina Center of Minnesota - Anoka,2830 Cutters Grove Ave Ste 100,"",Anoka,MN,55303
referralMNRef518,Retina Center of Minnesota - Apple Valley,14655 Galaxie Ave,"",Apple Valley,MN,55124
MN_ORTHO47,Twin Cities Orthopedics - Coon Rapids,3111 124th Ave NW,200,Coon  Rapids,MN,55433
referralMNRef520,Richie Eye Clinic - Faribault,1575 20th St NW Ste 101,"",Faribault,MN,55021
referralMNRef521,Richie Eye Clinic - Northfield,710 Division St S,"",Northfield,MN,55057
referralMNRef523,Sanford Worthington Medical Center,1018 6th Ave,"",Worthington,MN,56187
referralMNRef525,Sanford Health Detroit Lakes Eye Center & Optical,1245 Washington Ave,"",Detroit Lakes,MN,56501
referralMNRef527,Sanford Health Thief River Falls Southeast Campus,1720 Highway 59 S,"",Thief River Falls,MN,56701
referralMNRef528,Sanford South University Eye Center & Optical,1717 S University Dr,"",Fargo,ND,58103
MN_ORTHO48,Twin Cities Orthopedics - Delano,916 St Peter Ave E,"",Delano,MN,55328
MN_ORTHO49,Twin Cities Orthopedics - Eagan Viking Lakes,2700 Vikings Circle,"",Eagan,MN,55121
MN_ORTHO50,Twin Cities Orthopedics - Eden Prairie,12982 Valley View Rd,"",Eden Prairie,MN,55344
MN_ORTHO51,Twin Cities Orthopedics - Edina Crosstown,4010 W 65th St,"",Edina,MN,55435
mgtindummy051,"Karp, Kenneth O (Practice: Kenneth O Karp)",1951 SW 172ND AVE,STE 304,MIRAMAR,FL,33029
mgtindummy052,"Lang, James E (Practice: James E Lang MD)",4800 NE 20TH TER,STE 305,FORT LAUDERDALE,FL,33308
mgtindummy053,"Loeffler, Michael (Practice: Michael Loeffler MD)",2100 E SAMPLE RD,STE 102,LIGHTHOUSE POINT,FL,33064
TEST12371,LABCORP,3990 SHERIDAN ST #109 &110,"",HOLLYWOOD,FL,33021
mgtindummy054,"Mutyala, Srinivas (Practice: Pannu Laser & Vision Institute)",2625 EXECUTIVE PARK DR,STE 4,WESTON,FL,33331
mgtindummy055,"Nathan, Joel (Practice: Township Eye Associates of Coconut Creek)",4400 W SAMPLE RD,STE 154,COCONUT CREEK,FL,33073
mgtindummy056,"FABREGA, MARCO A (Practice: ARAN EYE ASSOCIATES)",2540 NE 9TH ST,"",FORT LAUDERDALE,FL,33304
MN_ORTHO52,Twin Cities Orthopedics - Hudson,411 Stageline Rd,100,Hudson,WI,54016
mgtindummy057,"Baylis, Robert W (Practice: Ortho Florida LLC)",350 N PINE ISLAND RD,SUITE 200,PLANTATION,FL,33324
mgtindummy058,"Brown, Christopher A (Practice: Ortho Florida LLC)",350 N PINE ISLAND RD,SUITE 200,PLANTATION,FL,33324
mgtindummy059,"Desimone, Alfred A (Practice: Sports Medicine Associates of South Florida)",17842 NW 2ND ST,"",PEMBROKE PINES,FL,33029
TEST12372,LABCORP,7000 SW 62ND AVESUITE 570,"",SOUTH MIAMI,FL,33143
mgtindummy060,"Lipman, Adam J (Practice: Kevin Kessler MD)",4800 N FEDERAL HWY,FL 3,FORT LAUDERDALE,FL,33308
mgtindummy061,"Meli, Paul I (Practice: Ortho Florida LLC)",2122 W CYPRESS CREEK RD,SUITE 202,FT LAUDERDALE,FL,33309
mgtindummy062,"Routman, Alan S (Practice: Ortho Florida LLC)",5601 N DIXIE HWY,STE 210,FORT LAUDERDALE,FL,33334
referralMNRef530,Sanford Health Bemidji Main Clinic,1233 34th St NW,"",Bemidji,MN,56601
referralMNRef531,Sanford Health Bemidji Eye Center & Optical,1611 Anne St NW,"",Bemidji,MN,56601
referralMNRef533,St Cloud Eye Clinic PA,2055 15th St N,"",Saint Cloud,MN,56303
TEST12373,LABCORP,400 ARTHUR GODFREY ROAD #510,"",MIAMI,FL,33140
referralMNRef535,St Lukes Eye Care - Miller Creek,4190 Loberg Ave,"",Duluth,MN,55811
referralMNRef537,St Lukes Eye Care - Medical Arts Building,324 W Superior St Ste 220,"",Duluth,MN,55802
MN_ORTHO53,Twin Cities Orthopedics - Le Sueur,621 S 4th St,"",Le Sueur,MN,56058
TEST12374,LABCORP,3385 BURNS ROAD STE 205,"",PALM BEACH GARDENS,FL,33410
TEST12375,LABCORP,25097 E OLYMPIA AVE STE 206,"",PUNTA GORDA,FL,33950
MN_ORTHO54,Twin Cities Orthopedics - Maple Grove,9630 Grove Circle N,"",Maple Grove,MN,55369
TEST12376,LABCORP,1397 MEDICAL PARK BLVDSTE 260,"",WELLINGTON,FL,33414
TEST12377,LABCORP,2601 SW 37 AVE STE 501-502,"",MIAMI,FL,33133
MN_ORTHO55,Twin Cities Orthopedics - New Prague,301 2nd ST NE,"",New Prague,MN,56071
TEST12378,LABCORP,10500 ULMERTON RD ST#746,"",LARGO,FL,33771
MN_ORTHO56,Twin Cities Orthopedics - New Richmond,535 Hospital Rd,"",New Richmond,WI,54017
MN_ORTHO57,Twin Cities Orthopedics - Olivia,100 Health Way,"",Olivia,MN,56277
MN_ORTHO58,Twin Cities Orthopedics - Osceola,2600 65th AVe,"",Osceola,WI,54020
MN_ORTHO59,Twin Cities Orthopedics - Otsego,8540 Quaday Ave NE,"",Otsego,MN,55330
MN_ORTHO60,Twin Cities Orthopedics - Plymouth,2855 Campus Dr,300,Plymouth,MN,55441
MN_ORTHO61,Twin Cities Orthopedics - River Falls,1629 E Division St,"",River Falls,WI,54022
MN_ORTHO62,Twin Cities Orthopedics - Robbinsdale,3366 Oakdale Ave N,103,Robbinsdale,MN,55422
MN_ORTHO63,Twin Cities Orthopedics - Staples,49725 Cty 83,"",Staples,MN,56479
MN_ORTHO64,Twin Cities Orthopedics - Stillwater,5715 Memorial Ave N,"",Stillwater,MN,55082
MN_ORTHO65,Twin Cities Orthopedics - Vadnais Heights,3545 Hwy 61 N,"",Vadnais Heights,MN,55110
MN_ORTHO66,Twin Cities Orthopedics - Waconia,560 St Maple St,200,Wacnoia,MN,55387
MN_ORTHO67,Twin Cities Orthopedics - Watertown,204 Lewis Ave S,"",Watertown,MN,55388
MN_ORTHO68,Twin Cities Orthopedics - Westonka,4695 Shoreline Dr,"",Mound,MN,55384
MN_ORTHO69,Twin Cities Orthopedics - Winona,855 Mankato Ave,"",Winona,MN,55987
MN_ORTHO70,Twin Cities Orthopedics - Woodbury,4040 Radio Dr,"",Woodbury,MN,55129
mgtindummy063,"Schiuma, Anthony T (Practice: Anthony T Schiuma)",2830 E OAKLAND PARK BLVD,"",FORT LAUDERDALE,FL,33306
mgtindummy064,"Shenassa, David (Practice: Sports Medicine Associates of South Florida)",17842 NW 2ND ST,"",PEMBROKE PINES,FL,33029
mgtindummy065,"Shrock, Kevin B (Practice: Ortho Florida LLC)",1414 SE 3RD AVE,"",FORT LAUDERDALE,FL,33316
mgtindummy066,"Simon-Mark, Robin G (Practice: Simon-Mark, Robin G)",2607 POLK ST,"",HOLLYWOOD,FL,33020
mgtindummy067,"Taylor, Kenneth W (Practice: Broward Institute of Orthopaedic )",601 N FLAMINGO RD,STE 101,PEMBROKE PINES,FL,33028
mgtindummy068,"Wells, Matthew E (Practice: Ortho Florida LLC)",1414 SE 3RD AVE,"",FORT LAUDERDALE,FL,33316
TEST12379,LABCORP AT WALGREENS,15055 S JOG ROAD,"",DELRAY BEACH,FL,33446
mgtindummy069,"Yoldas, Erol A (Practice: Ortho Florida LLC)",5400 N FEDERAL HIGHWAY,SUITE 102 103,FT LAUDERDALE,FL,33308
mgtindummy070,"Gellman, Joel",6333 N FEDERAL HWY,SUITE 400,FT LAUDERDALE,FL,33308
mgtindummy071,"Landau, Andre",6333 N FEDERAL HIGHWAY,SUITE 400,FT LAUDERDALE,FL,33308
mgtindummy072,"Zachariah, Mammen",6405 N FEDERAL HIGHWAY,SUITE 200,FORT LAUDERDALE,FL,33308
mgtindummy073,"Cioci, Louis",6333 N. FEDERAL HWY,SUITE 200,FORT LAUDERDALE,FL,33308
mgtindummy074,"Perloff, David",2307 W BROWARD BLVD STE 100,"",FORT LAUDERDALE,FL,33312
TEST12380,LABCORP,970 WEST 49 STREET,"",HIALEAH,FL,33012
MN_Hematology140,Essentia Health-Park Rapids Clinic,705 Pleasant Ave S,"",Park Rapids,MN,56470
MN_ORTHO71,Twin Cities Orthopedics - Wyoming,5130 Fairview Blvd,100,Wyoming,MN,55092
TEST12381,LCA CONTRACTED SITE-ADVANCED URGENT CARE FL KEYS,1980 NORTH ROOSEVELT BLVD,"",KEY WEST,FL,33040
TEST12382,LCA CONTRACTED SITE-ADVANCED URGENT CARE,100460 OVERSEAS HWY,"",KEY LARGO,FL,33037
MN_ORTHO72,Cuyana Regional Medical Center - Crosby,320 E Main St,"",Crosby,MN,56441
TEST12383,LABCORP AT WALGREENS,3007 AVENTURA BLVD,"",AVENTURA,FL,33180
TEST12384,LABCORP AT WALGREENS,1695 NW 20TH STREET,"",MIAMI,FL,33142
MN_ORTHO73,Orthopaedic & Fracture Clinic - Mankato,1434 Premier Dr,"",Mankato,MN,56001
TEST12385,LABCORP AT WALGREENS,9310 SW 56TH ST,"",MIAMI,FL,33165
TEST12386,LABCORP AT WALGREENS,2805 N ROOSEVELT BLVD,"",KEY WEST,FL,33040
MN_ORTHO74,Orthopaedic & Fracture Clinic -  Hutchinson,1095 Hihgway 15 South,"",Hutchinson,MN,55350
TEST12387,LABCORP AT WALGREENS,19935 NW 2ND AVE,"",MIAMI,FL,33169
TEST12388,LABCORP AT WALGREENS,15900 NW 27TH AVE,"",OPA LOCKA,FL,33054
MN_ORTHO75,Northfield Orthopedic Clinic,1381 Jefferson Road,"",Northfield,MN,55057
TEST12389,LABCORP AT WALGREENS,181 N UNIVERSITY DR,"",PLANTATION,FL,33324
MN_ORTHO76,M Health Fairview Orthopedics - Lakes,5130 Fariview Blvd,"",Wyoming,MN,55092
MN_ORTHO77,Lakewood Health System Orthopedics,49725 Co Rd 83,"",Staples,MN,56479
MN_ORTHO78,Sanford Worthington Orthopedics & Sports Medicine Clinic,1680 Diagonal Rd,"",Worthington,MN,56187
MN_ORTHO79,Sanford Perhamn Health Clinic,2000 Coney St W,"",Perham,MN,56473
MN_ORTHO80,Sanford Health 929 Central Ave Clinic,929 Central Ave NW,"",East Grand Forks,MN,56721
MN_ORTHO81,Sanford Health Detroit Lakes Clinic,1245 Washington Ave,"",Detroit Lakes,MN,56501
MN_ORTHO82,Sanford Health Pelican Rapids,211 E Mill St,"",Pelican Rapids,MN,56572
MN_ORTHO83,Sanford Thief River Falls,3001 Sanford Pkwy,"",Thief River Falls,MN,56701
MN_ORTHO84,Sanford Health Park Rapids Clinic,110 Seventh St W,"",Park Rapids,MN,56470
MN_ORTHO85,Sanford Bemidji Orthopedics & Sports Medicine Center,1300 Anne St,"",Bemidji,MN,56601
MN_ORTHO86,Sanford Canby Medical Center,112 St. Olaf Ave S,"",Canby,MN,56220
MN_ORTHO87,Sanford Luverne Clinic,1601 Sioux Valley Drive,"",Luverne,MN,56156
MN_ORTHO88,Sanford Tracy Clinic,249 Fifth St E,"",Tracy,MN,56175
MN_ORTHO89,Sanford Health Mahnomen Clinic,410 W Fourth St,"",Mahnomen,MN,56557
MN_ORTHO90,Sanford Jackson Medical Center,1430 N. Highway,"",Jackson,MN,56143
MN_ORTHO91,Sanford Wheaton Medical Center,401 12 St N,"",Wheaton,MN,56296
MN_ORTHO92,Sanford Worthington Center,1018 Sixth Ave,"",Worthington,MN,56187
mgtindummy075,"Hasan, Mian",603 N FLAMINGO RD,SUITE 150,PEMBROKE PINES,FL,33028
mgtindummy076,"Humayun, Awais",4801 S UNIVERSITY DR STE 104,"",DAVIE,FL,33328
mgtindummy077,"Cohen, Yale",3702 WASHINGTON ST,SUITE 401,HOLLYWOOD,FL,33021
mgtindummy078,"Reinfeld, Howard",18260 NE 19TH AVE,SUITE 201,NORTH MIAMI BEACH,FL,33162
mgtindummy079,"Kenigsberg, David",1841 NE 45TH ST,"",FORT LAUDERDALE,FL,33308
mgtindummy080,"Ruiz, Andres",13550 JOG RD,SUITE 204,DELRAY BEACH,FL,33446
mgtindummy081,"Weitz, Daniel",4725 N FEDERAL HWY,SUITE 401,FT LAUDERDALE,FL,33308
MN_ORTHO93,Sanford Luverne Medical Clinic,1600 N. Kniss Ave,"",Luverne,MN,56156
TEST12390,LABCORP AT WALGREENS,8001 MIRAMAR PKWY,"",MIRAMAR,FL,33025
TEST12391,LABCORP AT WALGREENS,25201 WESLEY CHAPEL BLVD,"",LUTZ,FL,33559
MN_ORTHO94,Sanford Westbrook Clinic,920 Belle Ave,"",Westbrook,MN,56183
TEST12392,LABCORP AT WALGREENS,10672 COLONIAL BLVD,"",FORT MYERS,FL,33913
TEST12393,LABCORP AT WALGREENS,16000 N CLEVELAND AVE,"",NORTH FORT MYERS,FL,33903
MN_ORTHO95,Valley Bone & Joint Clinic,3035 DeMers Ave,"",Grand Forks,ND,58201
TEST12394,LABCORP AT WALGREENS,3619 US HIGHWAY 27 N,"",SEBRING,FL,33870
TEST12395,LABCORP,345 JUPITER LAKES BLVD #100A,"",JUPITER,FL,33458
MN_ORTHO96,"Allina Health Orthopedic, Podiatry and Spine Clinic - Fairbault",35 State Ave,"",Fairbault,MN,55021
TEST12396,LABCORP AT WALGREENS,400 HIALEAH DR,"",HIALEAH,FL,33010
TEST12397,LABCORP AT WALGREENS,13628 W STATE ROAD 84,"",DAVIE,FL,33325
MN_ORTHO97,Allina Health Orthopedics - Coon Rapids,11850 Blackfoot St NW,"Mercy Specialty Center, Suite 450",Coon  Rapids,MN,55433
TEST12398,LABCORP AT WALGREENS,6800 W 28TH AVE,"",HIALEAH,FL,33018
TEST12399,LABCORP AT WALGREENS,861 NE 8TH ST,"",HOMESTEAD,FL,33030
MN_ORTHO98,Allina Health Orthopedics - Edina,81000 W 78th St,Suite 230,Edina,MN,55439
TEST12400,LABCORP AT WALGREENS,3090 NE 43RD AVE,"",HOMESTEAD,FL,33033
TEST12401,LABCORP AT WALGREENS,7910 NW 27TH AVENUE,"",MIAMI,FL,33147
MN_ORTHO99,Allina Health Orthopedics - Joint Replacement Center - Fridley,500 Osbourne Rd NE,Suite 200,Fridley,MN,55432
TEST12402,LABCORP AT WALGREENS,201 N HIATUS RD,"",PEMBROKE PINES,FL,33026
MN_ORTHO100,Allina Health Orthopedics - Joint Replacement Center - St. Paul,255 Smith Ave,"Nasseff Medical Center, Suite 210",St. Paul,MN,55102
MN_ORTHO101,Allina Health Orthopedics - Minneapolis,2800 Chicago Ave S,Suite 400,Minneapolis,MN,55407
MN_ORTHO102,Allina Health Orthopedics - Plymouth,2805 Campus Dr,Suite 465,Plymouth,MN,55441
MN_ORTHO103,Allina Health Orthopedics - St. Paul,310 Smith Ave,"Ritchie Medical Plaza, Suite 300",St. Paul,MN,55102
MN_ORTHO104,Gillete Childrens - St. Paul Campus,200 University Ave East,"",St. Paul,MN,55101
MN_ORTHO105,Gillete Childrens - Alexandria Clinic,1500 Irving St,"",Alexandria,MN,56308
MN_ORTHO106,Gillete Childrens - Baxter Clinic,15860 Audubon Way,"",Baxter,MN,56425
MN_ORTHO107,Gillete Childrens - Burnsville Clinic,205 E Nicollet Blvd,"",Burnsville,MN,55337
MN_ORTHO108,Gillete Childrens - Mankato Clinic,1421 Premier Dr,"",Mankato,MN,56001
MN_ORTHO109,Gillete Childrens - Maple Grove Clinic,9550 Upland Lane North,"",Maple Grove,MN,55369
MN_ORTHO110,Gillete Childrens - St. Cloud Clinic,1900 CentraCare Circle,"",St. Cloud,MN,56303
MN_ORTHO111,Winona Health Orthopedics & Sports Medicine,855 Mankato Ave,2rd Floor,Winona,MN,55987
MN_ORTHO112,Altru Professional Center,4440 S Washington St,"",Grand Forks,ND,58201
MN_ORTHO113,Altru Speciality Center,4500 S Washington St,"",Grand Forks,ND,58201
MN_ORTHO114,Stevens Community Medical Center - Morris Clinic,400 E. 1st St,"",Morris,MN,56267
MN_ORTHO115,Gunderson Caledonia Orthopedic Clinic,405 South Hwy 44/76,"",Caledonia,MN,55921
MN_ORTHO116,Gunderson Winona Campus,1122 W Hwy 61,"",Winona,MN,55987
MN_ORTHO117,Orthopedic Institue - Hendricks,503 E Lincoln St,"",Hendricks,MN,56136
MN_ORTHO118,Orthopedic Institue - Marshall,104 W Redwood St,"",Marshall,MN,56258
MN_ORTHO119,Orthopedic Institue - Pipestone,507 E 8th Ave SE,Suite 1,Pipestone,MN,56164
MN_ORTHO120,Orthopedic Institue - Tracy,249 5th St E,"",Tracy,MN,56175
MN_ORTHO121,Essentia Health - Orthopedics & Sports Medicine,400 E 3rd St,2nd Floor,Duluth,MN,55805
MN_ORTHO122,Tri County Health Care - Baxter Orthopedics,7073 Forthun Road,"",Baxter,MN,56425
TEST12403,LABCORP AT WALGREENS,9005 PINES BLVD,"",PEMBROKE PINES,FL,33024
TEST12404,LABCORP,700 SR 60E,"",LAKE WALES,FL,33853
MN_ORTHO123,Tri County Health Care - Wadena Orthopedics,415 Jefferson St. N,"",Wadena,MN,56482
TEST12405,LABCORP,3700 WASHINGTON STREET,"",HOLLYWOOD,FL,33021
TEST12406,LABCORP AT WALGREENS,12630 SW 120TH STREET,"",MIAMI,FL,33186
MN_ORTHO124,Tri County Health Care - Henning Clinic,401 Douglas Ave,"",Henning,MN,56551
TEST12407,LABCORP AT WALGREENS,11700 SW 104TH STREET,"",MIAMI,FL,33186
TEST12408,LABCORP AT WALGREENS,10350 ROYAL PALM BLVD,"",CORAL SPRINGS,FL,33065
MN_ORTHO125,RiverView Clinic - Crookston,323 S Minnesota St,"",Crookston,MN,56716
TEST12409,BOCA RATON 1050 NW 15TH ST,1050 NW 15th Street (Suite 215A),"",Boca Raton,FL,33486
TEST12410,DAVENPORT,106 Park Place Blvd (Suite A),"",Davenport,FL,33837
MN_ORTHO126,RiverView Clinic - East Grand Forks,1428 Central Ave NE,"",East Grand Forks,MN,56721
TEST12411,FORT LAUDERDALE,3465 Galt Ocean Drive (Suite 201),"",Fort Lauderdale,FL,33308
TEST12412,HIALEAH 12TH AVE,7000 W. 12th  Avenue (Suite 15),"",Hialeah,FL,33014
MN_ORTHO127,RiverView Clinic - Thief River Falls,1140 Vanrooy Dr,"",Thief River Falls,MN,56701
TEST12413,MIAMI 124THAVE,8501 SW 124th Avenue (Suite 207),"",Miami,FL,33183
TEST12414,MIAMI 62ND AVE,7000 SW 62nd Avenue (Suite 205),"",Miami,FL,33143
MN_ORTHO128,Olmstead Medical Center Hospital & Walkin Clinic,1650 Fourth St SE,"",Rochester,MN,55904
MN_ORTHO129,CentraCare Willmar Clinic,101 Willmar Ave. SW,"",Willmar,MN,56201
MN_ORTHO130,CentraCare Redwood Hospital,101 Caring Way,"",Redwood Falls,MN,56283
MN_ORTHO131,Community Memorial Hospital Orthopedics,512 Skyline Blvd,"",Cloquet,MN,55720
MN_ORTHO132,Mayo Clinic - Albert Lea,404 W. Fountain St.,"",Albert Lea,MN,56007
MN_ORTHO133,Mayo Clinic - Austin,1000 First Drive NW,"",Austin,MN,55912
MN_ORTHO134,Mayo Clinic - Cannon Falls,32021 County Road 24 Blvd.,"",Cannon Falls,MN,55009
MN_ORTHO135,Mayo Clinic - Fairmont,800 Medical Center Drive,"",Fairmont,MN,56031
MN_ORTHO136,Mayo Clinic - Lake City,500 W Grant St,"",Lake City,MN,55041
MN_ORTHO137,Mayo Clinic - Mankato,1025 Marsh St,"",Mankato,MN,56001
MN_ORTHO138,Mayo Clinic - New Prague,301 Second St NE,"",New Prague,MN,56071
MN_ORTHO139,Mayo Clinic - Owatonna,2200 26th St. NW,"",Owatonna,MN,55060
MN_ORTHO140,Mayo Clinic - Red Wing,701 Hewitt Blvd,"",Red Wing,MN,55066
MN_ORTHO141,Mayo Clinic - Waseca,501 N. State St.,"",Waseca,MN,56093
MN_ORTHO142,Mayo Clinic - Zumbrota,1350 Jefferson Drive,"",Zumbrota,MN,55992
MN_ORTHO143,Mayo Clinic Orthopedic Surgery,200 First St. SW,"",Rochester,MN,55905
